ID,ent-name,ent-adrs,ent-adrs-pub,ent-zip,ent-city,ent-cnty,ent-st,ent-cntry,website,ent-cnct,ent-cnct-pub,ent-email,ent-email-pub,ent-phone,ent-phone-pub,ent-type,ent-include,disp-adrs-zip,disp-output,geo-scope,ent-tags,ent-desc-eng,ent-desc-loglang,ent-img-link,ent-img-lic,ent-img-crdt,lon,lat,rec-src,rec-udt-by,rec-updt-date
419,Israel Methcomm Federal Credit Union,7620 S Cottage Grove Ave,yes,60619,Chicago,,IL,USA,http://creditunionaccess.com/cu15673.htm,,,,,(773)483-1131,yes,Credit Union,yes,address,both,local,,,,,,,-87.60542471,41.75637773,creditunionaccess.com,eaz,2020-12-26
420,IWW,PO Box 180195,yes,60618,Chicago,,IL,USA,iww.org,,,,,,,union,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
421,Jackson Park Urban Farm,1601 E Marquette,yes,60637,Chicago,,IL,USA,http://www.growingpower.org/education/chicago-farms-and-projects/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.58630466,41.77508697,Accelerate77,SE,2020-12-26
422,JACKSON SHORE CO-OP,5490 S SHORE DR,yes,60615,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.5811785,41.7954642,SEWG,DC,2020-12-26
423,Jane Addams Hull-House Museum,800 S Halsted St,yes,60607,Chicago,,IL,USA,http://www.uic.edu/jaddams/hull/hull_house,,,,,,,museum,yes,address,both,local,,,,,,,-87.64721599,41.87113682,Shareable Map,SE,2020-12-26
424,JAPANESE MUTUAL AID SOCIETY,2249 W BERWYN AVE,yes,60625,Chicago,,IL,USA,http://jmaschicago.org/,,,,,773-907-3002,yes,Social Workshop,yes,address,both,local,,,,,,,-87.6862529,41.9775354,SEWG,DC,2020-12-26
425,Jardincito,2300 S Whipple St,yes,60623,Chicago,,IL,USA,https://www.facebook.com/Jardincito-Little-Village-Nature-Play-Garden-392331197541734/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.70161908,41.84998799,Neighborspace,SE,2020-12-26
426,Jarvis Migratory Bird Sanctuary,3550 N Lake Shore Dr,yes,60613,Chicago,,IL,USA,www.jarvissanctuary.org,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.66121,41.955735,Accelerate77,SE,2020-12-26
427,Jefferson Park Babysitting Coop,,,60646,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60646/1063/jefferson-park-co-op/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
428,Jefferson Park Branch Library,5363 W. Lawrence Avenue,yes,60630,Chicago,,IL,USA,http://www.chipublib.org/locations/37,,,,,,,Library,yes,address,both,local,,,,,,,-87.76143838,41.96750928,data.cityofchicago.org,SE,2020-12-26
429,Jefferson Park Farmers Market,4800 N. Long Ave.,yes,60630,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.76273465,41.96769849,City of Chicago Farmers Markets,SE,2020-12-26
430,Jefferson Park Neighborhood Association,5320 W. GiddingsP.O. Box 30072,yes,60630,Chicago,,IL,USA,http://www.jpna.net/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.76044886,41.96644557,Accelerate77,SE,2020-12-26
431,Jeffery Manor Branch Library,2401 E. 100th Street,yes,60617,Chicago,,IL,USA,http://www.chipublib.org/locations/43,,,,,,,Library,yes,address,both,local,,,,,,,-87.5657762,41.71341922,data.cityofchicago.org,SE,2020-12-26
432,Jelly Bean Garden,2125 W Adams St,yes,60612,Chicago,,IL,USA,http://neighbor-space.org/2012/06/23/jelly-bean-garden/,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.680097,41.878445,SEWG,DC,2020-12-26
433,Jesus People USA,920 W Wilson Ave,yes,60640,Chicago,,IL,USA,www.jpusa.org,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.65290103,41.96554764,Foundation for Intentional Community,SE,2020-12-26
434,Jobs With Justice,333 S Ashland Ave,yes,60607,Chicago,,IL,USA,chicagojwj.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.66668173,41.87725324,Shareable Map,SE,2020-12-26
435,Joe-Ella Williams Memorial Garden,3817-19 W Flournoy St,yes,60624,Chicago,,IL,USA,https://www.facebook.com/nlgreeningcommittee/?tn-str=k*F,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.7211109,41.872344,SEWG,DC,2020-12-26
436,Jose Obrero Mission,1856 S. Loomis St,yes,60608,Chicago,,IL,USA,www.sjom.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.66137486,41.85663293,Accelerate77,SE,2020-12-26
437,Just Design Coop,,,,Chicago,,IL,USA,http://justdesign.coop/,,,,,,,cooperative,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
438,"JustDesign Cooperative, LLC",1839 S Troy St,no,60623,Chicago,Cook,IL,USA,http://justdesign.coop,,,justdesign.coop@github.com,yes,,,Workers Collective,yes,,directory,local,,,,,,,-87.703874,41.8561345,dotcoop,SE,2020-12-26
439,JUSTICE FEDERAL CREDIT UNION,2111 W ROOSEVELT RD,yes,60608,Chicago,,IL,USA,https://www.creditunionsonline.com/credit-union-968-23.html,,,,,(800) 550-5328,yes,Credit Union,yes,address,both,local,,,,,,,-87.6799176,41.865508,SEWG,DC,2020-12-26
440,Kaplan Law Firm,,,,Chicago,,IL,USA,http://www.sarahkaplanlaw.com/,,,,,,,Cooperative,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
441,KeHoMaCoCo Garden,313 S Richmond,yes,60612,Chicago,,IL,USA,http://neighbor-space.org/2012/05/21/kehomacoco-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6996685,41.8769749,SEWG,DC,2020-12-26
442,Kelly Branch Library,6151 S. Normal Boulevard,yes,60621,Chicago,,IL,USA,http://www.chipublib.org/locations/44,,,,,,,Library,yes,address,both,local,,,,,,,-87.63745283,41.78236272,data.cityofchicago.org,SE,2020-12-26
443,Kenmore Plaza,5225 N. Kenmore Ave,yes,60640,Chicago,,IL,USA,https://www.kenmoreplaza.com/,,,,,(773) 728-4211,yes,Housing Coop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
444,Kiddie College Babysitting Coop,,,60605,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60605/1290/kiddie-college-babysitting-coop/,,,,,,,Cooperative,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
445,King Branch Library,3436 S. King Drive,yes,60616,Chicago,,IL,USA,http://www.chipublib.org/locations/45,,,,,,,Library,yes,address,both,local,,,,,,,-87.61706981,41.83209027,data.cityofchicago.org,SE,2020-12-26
446,KLEO Community Family Life Center,119 E. Garfield Blvd,yes,60637,Chicago,,IL,USA,thekleocenter.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.62215007,41.79429163,Accelerate77,SE,2020-12-26
447,Knowledge Hook-up,3457 East 106th street,yes,60617,Chicago,,Il,USA,http://www.knowledgehookup.org/,,,,,,,School,yes,address,both,local,,,,,,,-87.53951225,41.70266093,Accelerate77,SE,2020-12-26
448,Koinonia House,6925 N Ashland,yes,60626,Chicago,,IL,USA,https://www.facebook.com/Koinonia-House-216208748407449/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6699279,42.00743033,Foundation for Intentional Community,SE,2020-12-26
449,Kola Nut Collaborative,2423 E 75th St,yes,60649,Chicago,,IL,USA,https://kolanutcollab.org/,,,,,,,Talent and Time Barter,yes,address,both,local,,,,,,,-87.56549482,41.75890786,Steve Ediger,SE,2020-12-26
450,La Casa Norte,3533 W. North Avenue,yes,60647,Chicago,,Il,USA,http://www.lacasanorte.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.71474017,41.90998956,Accelerate77,SE,2020-12-26
451,Lafayette Plaza Housing Cooperative,50 w 71st,yes,60621,Chicago,,IL,USA,https://www.facebook.com/pages/Lafayette-Plaza-Housing-Co-Op/162466630449253,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6271603,41.7657266,SEWG,DC,2020-12-26
452,LaFollette Park Farmers Market *,1333 N. Laramie Ave.,yes,60651,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.75573978,41.90465943,City of Chicago Farmers Markets,SE,2020-12-26
453,LAKE EDGE CO-OP,3017 E 78TH ST,yes,60649,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,(773) 374-2718,yes,Housing Coop,yes,address,both,local,,,,,,,-87.5506525,41.7553647,SEWG,DC,2020-12-26
454,Lakeside Community Development Corporation,1652 W. Wallen Ave,yes,60626,Chicago,,IL,USA,http://lakesidecdc.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.67237941,42.00269652,Accelerate77,SE,2020-12-26
455,Lakeview East Cooperative,707 W Waveland,yes,60613,Chicago,,IL,USA,https://lakevieweastco-op.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6469756,41.9493527,SEWG,DC,2020-12-26
456,Lakeview Pantry,3945 N Broadway,yes,60613,Chicago,,IL,USA,http://www.lakeviewpantry.org/,,,,,,,food bank,yes,address,both,local,,,,,,,-87.64979753,41.95358347,Accelerate77,SE,2020-12-26
457,Lakeview Towers Cooperative Assoiciation,4550 N Clarendon St,yes,60604,Chicago,,IL,USA,http://www.lakeviewtowerschicago.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.650079,41.9656254,SEWG,DC,2020-12-26
458,Las Semillas de Justicia Garden,2727 S. Troy,yes,60623,Chicago,,IL,USA,https://semillasdejusticia.weebly.com/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.703394,41.841644,SEWG,DC,2020-12-26
459,Las Visionarias Cooperative,,,,Chicago,,IL,USA,https://www.facebook.com/visionariascoop/,,,,,(708) 792-0932,yes,Workers Collective,yes,address,directory,local,,,,,,,,,SEWG,DC,2020-12-26
460,Latino Organization of the Southwest,4051 S. 63rd St.,yes,60629,Chicago,,IL,USA,http://latinoorganizationofthesouthwest.blogspot.com/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.72434493,41.77854683,Accelerate77,SE,2020-12-26
461,Latino Union of Chicago,3416 W Bryn Mawr Ave,yes,60659,Chicago,,IL,USA,latinounion.org,,,,,,,union,yes,address,both,local,,,,,,,-87.71445184,41.98308578,Shareable Map,SE,2020-12-26
462,Lawndale Chicago Botanic Garden’s Windy City Harvest Market,3750 W. Ogden Ave.,yes,60623,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.71904871,41.85326573,City of Chicago Farmers Markets,SE,2020-12-26
463,Lawndale Heritage Garden,1509 S Lawndale Ave,yes,60623,Chicago,,IL,USA,http://neighbor-space.org/2012/06/17/lawndale-heritage-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.71760221,41.86062151,Neighborspace,SE,2020-12-26
464,Lawndale Triangle Garden,4226-36 W. Ogden Ave,yes,60623,Chicago,,IL,USA,https://www.facebook.com/LawndaleTriangleGarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.730571,41.849288,SEWG,DC,2020-12-26
465,LeClaire Community Garden,415 N LeClaire Ave,yes,60644,Chicago,,IL,USA,http://neighbor-space.org/2012/06/23/leclaire-community-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.75281237,41.88806341,Neighborspace,SE,2020-12-26
466,Legler Branch Library,115 S. Pulaski Road,yes,60624,Chicago,,IL,USA,http://www.chipublib.org/locations/47,,,,,,,Library,yes,address,both,local,,,,,,,-87.72552839,41.87921685,data.cityofchicago.org,SE,2020-12-26
467,LIBERTY MUTUAL,222 S RIVERSIDE PLZ # 1580,,60606,Chicago,,IL,USA,https://www.libertymutual.com/,,,,,(312) 454-9400,yes,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6387652,41.8786309,SEWG,DC,2020-12-26
468,Lincoln Belmont Branch Library,1659 W. Melrose Street,yes,60657,Chicago,,IL,USA,http://www.chipublib.org/locations/68,,,,,,,Library,yes,address,both,local,,,,,,,-87.6705672,41.9404907,data.cityofchicago.org,SE,2020-12-26
469,Lincoln Central Association,2216 N. Lincoln Avenue,yes,60614,Chicago,,IL,USA,www.lincolncentral.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.6443457,41.92217742,Accelerate77,SE,2020-12-26
470,Lincoln Park Branch Library,1150 W. Fullerton Avenue,yes,60614,Chicago,,IL,USA,http://www.chipublib.org/locations/48,,,,,,,Library,yes,address,both,local,,,,,,,-87.65762841,41.9253944,data.cityofchicago.org,SE,2020-12-26
471,Lincoln Park Co-Op Nursery,1753 N Fern Ct,yes,60614,Chicago,,IL,USA,lincolnparkcoop.org,,,,,,,School,yes,address,both,local,,,,,,,-87.63930961,41.91410664,Shareable Map,SE,2020-12-26
472,Lincoln Park Conservancy,2000 N. Racine #4800,yes,60614,Chicago,,IL,USA,www.LincolnParkConservancy.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.653367,41.923621,Accelerate77,SE,2020-12-26
473,Lincoln Park Farmers Market *,Armitage Ave. & Orchard St.,yes,60614,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.653367,41.923621,City of Chicago Farmers Markets,SE,2020-12-26
474,Lincoln Square Area Weekday Helpers,,,60625,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60625/1460/lincoln-square-area-weekday-helpers/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
475,Lincoln Square Community Garden,4811 N. Western Ave.,yes,60625,Chicago,,IL,USA,https://www.facebook.com/Lincoln-Square-Community-Garden-233047780045542/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.68881702,41.96866039,Neighborspace,SE,2020-12-26
476,Lincoln Square Evening Farmers Market,2301 W. Leland Ave.,yes,60615,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.6874513,41.96671831,City of Chicago Farmers Markets,SE,2020-12-26
477,Lincoln Square Mamas Babysitting Exchange,,,60625,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60625/937/lincoln-square-mamas-babysitting-exchange/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
478,Links Hall,3111 N Western Ave,yes,60618,Chicago,,IL,USA,http://www.linkshall.org/,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.68805129,41.93782796,Shareable Map,SE,2020-12-26
479,Lion's Garden,3301 W Beach Ave,yes,60651,Chiago,,IL,USA,http://neighbor-space.org/2012/06/17/lions-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.70939123,41.9072598,Neighborspace,SE,2020-12-26
480,Literacenter,"641 W Lake St, #200",yes,60661,Chicago,,IL,USA,http://chicagoliteracyalliance.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.64440757,41.88560624,Steve Ediger,SE,2020-12-26
481,Little Black Pearl,1060 E. 47th St.,yes,60653,Chicago,,IL,USA,blackpearl.org,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.60021296,41.8096933,Accelerate77,SE,2020-12-26
482,Little Village Branch Library,2311 S. Kedzie Avenue,yes,60623,Chicago,,IL,USA,http://www.chipublib.org/locations/51,,,,,,,Library,yes,address,both,local,,,,,,,-87.70510341,41.84976148,data.cityofchicago.org,SE,2020-12-26
483,Little Village Community Council,3610 W 26th St,yes,60623,Chicago,,IL,USA,https://www.facebook.com/Little-Village-Community-Council-119347054782470/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.71528329,41.84446757,Accelerate77,SE,2020-12-26
484,Little Village Environmental,2856 S Millard Ave,yes,60623,Chicago,,IL,USA,lvejo.org,,,,,,,Community Center,yes,address,both,local,,,,,,,-87.71598767,41.84017979,Shareable Map,SE,2020-12-26
485,Living La Fiesta Catering,,,,Chicago,,IL,USA,https://www.facebook.com/Living-La-Fiesta-Catering-Co-op-375230956234555/,,,,,,,cooperative,check,address,both,local,,,,,,,,,SEWG,DC,2020-12-26
486,Logan Square Branch Library,3030 West Fullerton,yes,60647,Chicago,,IL,USA,http://www.chipublib.org/locations/49/,,,,,,,Library,yes,address,both,local,,,,,,,-87.70333502,41.92484331,Accelerate77,SE,2020-12-26
487,Logan Square Cooperative,3934 West George Street,yes,60613,Chicago,,IL,USA,https://www.facebook.com/logansquarecoop,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.7260719,41.93377,SEWG,DC,2020-12-26
488,Logan Square Farmers Market,3107 W. Logan Blvd.,yes,60647,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.70516104,41.92813703,City of Chicago Farmers Markets,SE,2020-12-26
489,Logan Square Neighborhood Association,2840 N Milwaukee Ave,yes,60618,Chicago,,IL,USA,lsna.net,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.71370095,41.93280377,Shareable Map,SE,2020-12-26
490,Logan Square Parents Babysitting Coop,,,60647,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60647/1237/logan-square-parents-babysitting-co-op/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
491,Logan Square Parents Unite,,,60647,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60647/926/logan-square-parents-unite/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
492,London Towne Homes,830 E 100th,yes,60628,Chicago,,IL,USA,http://www.lthcoop.com/wordpress/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6013333,41.71153,SEWG,DC,2020-12-26
493,Loud Grade Produce Squad,4650 N Clarendon Ave,yes,60640,Chicago,,Il,USA,www.loudgradeproducesquad.org,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.65013944,41.96671198,Neighborspace,SE,2020-12-26
494,Loyola Dunes Habitat Restoration,1132 W. Lunt Ave,yes,60626,Chicago,,IL,USA,http://loyoladunesrestoration.wordpress.com/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.66090935,42.00929205,Accelerate77,SE,2020-12-26
495,Loyola Farmers Market,1200 W. Loyola Ave.,yes,60626,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.66175909,42.0015049,City of Chicago Farmers Markets,SE,2020-12-26
496,Lozano Branch Library,1805 S. Loomis Street,yes,60608,Chicago,,IL,USA,http://www.chipublib.org/locations/62,,,,,,,Library,yes,address,both,local,,,,,,,-87.66122728,41.85781371,data.cityofchicago.org,SE,2020-12-26
497,LSG Cleaning Services,"
2030 S 7th Ave",yes,60153,Maywood,,IL,USA,https://www.facebook.com/LSGCleaning//,,,,,,,Workers Collective,yes,address,both,local,,,,,,,,,,SE,2021-02-18
498,Lunt-Lake Co-op,1132 Lunt Ave,yes,60626,Chicago,,IL,USA,https://luntlake.org/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6610573,42.0092289,SEWG,DC,2020-12-26
499,M.W.P.H. Grand Lodge of Illinois Federal Credit Union,809 E 42nd Pl,yes,60653,Chicago,,IL,USA,http://creditunionaccess.com/cu24123.htm,,,,,(773)538-1488,yes,Credit Union,yes,address,both,local,,,,,,,-87.60636452,41.8178593,creditunionaccess.com,SE,2020-12-26
500,Major Taylor Trail,2172 W 83rd St,yes,60620,Chicago,,IL,USA,www.majortaylortrail.org,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.67732461,41.74297705,Accelerate77,SE,2020-12-26
501,MAKE!Chicago,1048 W. 37th St.,yes,60609,Chicago,,IL,USA,http://www.make-chicago.com/,,,,,,,Hackerspace,yes,address,both,local,,,,,,,-87.65475787,41.82707396,Steve Ediger,SE,2020-12-26
502,Manchester Knolls, 1700 C Barrett Court,yes,60064,North Chicago,,IL,USA,http://www.manchesterknollscooperative.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
503,Manning Branch Library,6 S. Hoyne Avenue,yes,60612,Chicago,,IL,USA,http://www.chipublib.org/locations/55,,,,,,,Library,yes,address,both,local,,,,,,,-87.67917611,41.88117947,data.cityofchicago.org,SE,2020-12-26
504,Margate Park Block Club,905 W. Margate Terrace #2W,yes,60640,Chicago,,IL,USA,https://www.facebook.com/Margate-Park-Block-Club-173144299413921/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.65286429,41.97236288,Accelerate77,SE,2020-12-26
505,Maroon Financial Credit Union,5525c S Ellis Ave,yes,60637,Chicago,,IL,USA,https://www.maroonfinancial.org/home.htm,,,,,(773)702-7179,yes,Credit Union,yes,address,both,local,,,,,,,-87.60137616,41.79458091,creditunionaccess.com,SE,2020-12-26
506,MASS MUTUAL FINANCIAL GROUP,1 N FRANKLIN ST,,60606,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,(312) 984-1000,yes,Mutual Insurance,check,address,both,national,,,,,,,-87.6350643,41.8822768,SEWG,DC,2020-12-26
507,Maya Essence,4357 N. Lincoln Ave.,yes,60618,Chicago,,IL,USA,www.mayaessence.com,,,,,,,Cooperative,yes,address,both,local,,,,,,,-87.68335419,41.96086007,Accelerate77,SE,2020-12-26
508,Mayfair Branch Library,4400 W. Lawrence Avenue,yes,60630,Chicago,,IL,USA,http://www.chipublib.org/locations/52,,,,,,,Library,yes,address,both,local,,,,,,,-87.73792488,41.96822377,data.cityofchicago.org,SE,2020-12-26
509,McKinley Park Branch Library,1915 W. 35th Street,yes,60609,Chicago,,IL,USA,http://www.chipublib.org/locations/50,,,,,,,Library,yes,address,both,local,,,,,,,-87.67345004,41.83032047,data.cityofchicago.org,SE,2020-12-26
510,Merchant Park Community Garden,3522 Keeler Ave,yes,60641,Chicago,,IL,USA,https://www.facebook.com/MPCGarden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.73228255,41.94559287,Neighborspace,SE,2020-12-26
511,Mercy Housing,"120 S La Salle St, Chicago",yes,60603,Chicago,,IL,USA,mercyhousing.org,,,,,,,assisted living place,yes,address,both,local,,,,,,,-87.63239987,41.88002943,Shareable Map,SE,2020-12-26
512,Mercy Housing Youth Garden,4912 W Quincy St,yes,60644,Chicago,,IL,USA,http://neighbor-space.org/2012/07/17/mercy-housing-youth-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.74767742,41.87775042,Neighborspace,SE,2020-12-26
513,Merlo Branch Library,644 W. Belmont Avenue,yes,60657,Chicago,,IL,USA,http://www.chipublib.org/locations/46,,,,,,,Library,yes,address,both,local,,,,,,,-87.64558219,41.94011118,data.cityofchicago.org,SE,2020-12-26
514,Mexico US Solidarity Network,3460 West Lawrence Avenue,yes,60625,Chicago,,IL,USA,mexicosolidarity.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.71512817,41.9684728,Shareable Map,SE,2020-12-26
515,Midway Garden Society,6423 W. 63rd Place,yes,60638,Chicago,,IL,USA,http://www.midwaygardensociety.magix.net/public/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.78178416,41.77667847,Accelerate77,SE,2020-12-26
517,Millennium Neighborhoods Garden & Fillmore Apiary,3740 W. Fillmore St.,yes,60624,Chicago,,IL,USA,https://communitygarden.org/find-a-garden/gardens/the-millennium-neighborhood-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.71838525,41.86816551,Accelerate77,SE,2020-12-26
518,Mindful Living Community Garden,3323 N. Drake Ave.,yes,60618,Chicago,,Il,USA,https://www.facebook.com/Mindful-Living-57267667117/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.71615737,41.94149869,Accelerate77,SE,2020-12-26
519,MKP CHICAGO,1900 W FULTON ST,yes,60612,Chicago,,IL,USA,http://chicago.mkp.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.6746408,41.8870753,SEWG,DC,2020-12-26
520,Moms of Beverly Babysitting Coop,,,60643,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60643/454/moms-of-beverly-babysitting-coop/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
521,Monarch Community Garden,1050 N California Ave,yes,60622,Chicago,,IL,USA,https://www.facebook.com/Monarch-Community-Garden-208194039212493/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6969138,41.9006042,Shareable Map,SE,2020-12-26
522,Monticello Community Garden,2227 N. Monticello Avenue,yes,60647,Chicago,,Il,USA,https://www.facebook.com/monticellogarden,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.71803535,41.92158204,Accelerate77,SE,2020-12-26
523,Montrose Metra Community Gardens,4200-4400 N Ravenswood Ave,yes,60613,Chicago,,IL,USA,https://www.facebook.com/montrosemetragardens,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6743307,41.956303,SEWG,DC,2020-12-26
524,Morganway Community Garden,7844 S Morgan St,yes,60620,Chicago,,IL,USA,https://www.facebook.com/gagdcchicago/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6492449,41.751046,SEWG,DC,2020-12-26
525,Morse School Bird Habitat,613-15 N Sawyer Ave,yes,60624,Chicago,,IL,USA,http://neighbor-space.org/2012/06/17/morse-school-bird-habitat/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.723846,41.877445,Neighborspace,SE,2020-12-26
526,MOSAIC Co-op,2000 Sherman Ave.,yes,60201,Evanston,,IL,USA,https://www.facebook.com/mosaiccooperative/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.68180049,42.05391224,Foundation for Intentional Community,SE,2020-12-26
527,Mount Greenwood Branch Library,11010 S. Kedzie Avenue,yes,60655,Chicago,,IL,USA,http://www.chipublib.org/locations/54,,,,,,,Library,yes,address,both,local,,,,,,,-87.70097417,41.69319906,data.cityofchicago.org,SE,2020-12-26
528,Mount Greenwood Garden Club,3442 W. 108th St..,yes,60655,Chicago,,IL,USA,https://www.facebook.com/mtgreenwood.gardenclub,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.70738914,41.69703349,Accelerate77,SE,2020-12-26
529,Mozart’s Community Garden,Mozart and Walton,yes,60622,Chicago,,IL,USA,http://neighbor-space.org/2013/06/06/mozarts-community-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.67088,41.897111,Neighborspace,SE,2020-12-26
530,Multikulti,1000 N Milwaukee Ave,yes,60642,Chicago,,IL,USA,mkchi.org,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.66102087,41.89976038,Shareable Map,SE,2020-12-26
531,Mwrd Employees Credit Union,100 E Erie St,yes,60611,Chicago,,IL,USA,http://creditunionaccess.com/cu65843.htm,,,,,(312)751-3111,yes,Credit Union,yes,address,both,local,,,,,,,-87.62541622,41.89420792,creditunionaccess.com,SE,2020-12-26
