name,address,postal code,city1,st,city,Country,type,check,website,Link to Contact Data,Opening Hours (Url when available),Tags (seperate by comma),Short description English,Short description local language,Image Filename/Link,Image License,Image Credit,Email-Address,is Mail public,Telephone Number,Phone public,GeocodeQualityType,lon,lat,Source,Completed by,organic,fair-trade,regional,category-tag1,category-tag2,category-tag3
CORPORATE AMERICA FAMILY CU,233 E WACKER DR # 4,60601,Chicago,IL,"Chicago, IL 60601",USA,Credit Union,yes,https://www.cafcu.org/,,,,,,,,,,,(800) 359-1939,,,-87.6212218,41.8876127,SEWG,DC,,,,,,
Cosmopolitan Federal Credit Union,5259 S Wabash Ave,60615,Chicago,IL,"Chicago, IL 60615",USA,Credit Union,yes,http://creditunionaccess.com/cu24188.htm,,,,,,,,,,,(773)536-3614,,,-87.62410651,41.79889071,creditunionaccess.com,SE,,,,,,
CRAFTY BEAVER DO IT BEST,1522 W LAWRENCE AVE,60640,Chicago,IL,"Chicago, IL 60640",USA,hardware store,yes,https://www.craftybeaver.com/,,,,,,,,,,,(773) 271-2288,,,-87.6683617,41.9691051,SEWG,DC,,,,,,
CRAFTY BEAVER DO IT BEST,4306 N CENTRAL AVE,60634,Chicago,IL,"Chicago, IL 60634",USA,hardware store,yes,https://www.craftybeaver.com/,,,,,,,,,,,(773) 725-4432,,,-87.7676466,41.9589947,SEWG,DC,,,,,,
CRAFTY BEAVER DO IT BEST,4810 Oakton St,60077,Skokie,IL,"Skokie, IL 60077",USA,hardware store,yes,https://www.craftybeaver.com/,,,,,,,,,,,(773) 725-4432,,,-87.7676466,41.9589947,SEWG,DC,,,,,,
CREDIT UNION 1,1737 W POLK ST # 7,60612,Chicago,IL,"Chicago, IL 60612",USA,Credit Union,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 413-2431,,,-87.6705576,41.8711746,SEWG,DC,,,,,,
CREDIT UNION 1,601 S MORGAN ST # B5,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6509962,41.8737629,SEWG,DC,,,,,,
CREDIT UNION 1,750 S HALSTED ST # 220C,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(800) 252-6950,,,-87.6479531,41.8719123,SEWG,DC,,,,,,
CROSSOVER COLLECTIVE,845 W FULTON 205,,Chicago,IL,"Chicago, IL",USA,,no,http://crossovercollective.com/,,,,,,,,,,,(312) 666-5588,,,-87.6492971,41.8866313,SEWG,DC,,,,,,
Crystal’s Peace Garden,3852 W Polk St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7224444,41.8709983,SEWG,DC,,,,,,
CREDIT UNION 1,100 W RANDOLPH ST # 208,60601,Chicago,IL,"Chicago, IL 60601",USA,Credit Union,yes,https://www.creditunion1.org/,,,,,,,,,,,(312) 782-7929,,,-87.6316716,41.8851533,SEWG,DC,,,,,,
Credit Union 1,1737 W Polk St,60612,Chicago,IL,"Chicago, IL 60612",USA,Credit Union,yes,creditunion1.org,,,,,,,,,,,,,,-87.67036879,41.87147709,Shareable Map,SE,,,,,,
CTA South Federal Credit Union,8050 S King Dr,60619,Chicago,IL,"Chicago, IL 60619",USA,Credit Union,yes,http://creditunionaccess.com/cu13533.htm,,,,,,,,,,,(773)783-5693,,,-87.607643,41.745767,creditunionaccess.com,SE,,,,,,
CTAFC FEDERAL CREDIT UNION,14 S ASHLAND AVE,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,https://www.creditunionsonline.com/credit-union-3883.html,,,,,,,,,,,(312) 243-5190,,,-87.6672974,41.8808957,SEWG,DC,,,,,,
Cut Cats Collective,,,Chicago,IL,"Chicago, IL",USA,Workers Collective,directory only,http://cutcatscourier.com/,,,,,,,,,,,773.749.9084,Yes,,,,SEWG,DC,,,,,,
D'Puc Credit Union,33 S State St # 8109,60603,Chicago,IL,"Chicago, IL 60603",USA,Credit Union,yes,http://www.dpuccreditunion.com/,,,,,,,,,,,,,,-87.62766927,41.88162153,Shareable Map,SE,,,,,,
D'PUC Credit Union,33 S State St Rm 8109,60603,Chicago,IL,"Chicago, IL 60603",USA,Credit Union,yes,http://www.dpuccreditunion.com/,,,,,,,,,,,(312)793-5721,,,-87.62766927,41.88162153,creditunionaccess.com,SE,,,,,,
Daley Plaza Downtown Market,50 W. Washington St.,60602,Chicago,IL,"Chicago, IL 60602",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.62963591,41.88330367,City of Chicago Farmers Markets,SE,,,,,,
Data Commons Cooperative,,,Chicago,IL,"Chicago, IL",USA,,no,find.coop,,,,,,,,,,,505.426.7088,,,,,SEWG,DC,,,,,,
"Daley, Richard J.-Bridgeport Branch Library",3400 S. Halsted Street,60608,Chicago,IL,"Chicago, IL 60608",USA,Library,yes,http://www.chipublib.org/locations/14,,,,,,,,,,,,,,-87.64624277,41.83279878,data.cityofchicago.org,SE,,,,,,
"Daley, Richard M.-W Humboldt Branch Library",733 N. Kedzie Avenue,60612,Chicago,IL,"Chicago, IL 60612",USA,Library,yes,http://www.chipublib.org/locations/173,,,,,,,,,,,,,,-87.70642886,41.89431884,data.cityofchicago.org,SE,,,,,,
Deborah's Place,2822 W Jackson Blvd,60612,Chicago,IL,"Chicago, IL 60612",USA,Social Workshop,yes,https://www.deborahsplace.org,,,,,,,,,,,,,,-87.6971183,41.877663,SEWG,DC,,,,,,
DMSF,309 W WASHINGTON ST # 1250,60606,Chicago,IL,"Chicago, IL 60606",USA,,no,http://www.dmsf.org/,,,,,,,,,,,(312) 455-7800,,,-87.6356426,41.8829477,SEWG,DC,,,,,,
Dill Pickle Food Co-op,3039 W Fullerton Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Cooperative,yes,dillpickle.coop,,,,,,,,,,,,,,-87.70345846,41.92466218,Shareable Map,SE,,,,,,
Division Street Farmers Market *,Division St. & Dearborn Pkwy.,60610,Chicago,IL,"Chicago, IL 60610",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.636455,41.898992,City of Chicago Farmers Markets,SE,,,,,,
Dorchester Community Garden,6953 S Dorchester Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Community Garden,yes,https://www.facebook.com/dorchestergarden,,,,,,,,,,,,,,-87.590655,41.7680548,SEWG,DC,,,,,,
Douglass Branch Library,3353 W. 13th St.,60623,Chicago,IL,"Chicago, IL 60623",USA,Library,yes,http://www.chipublib.org/locations/23/,,,,,,,,,,,,,,-87.70988265,41.86443491,Accelerate77,SE,,,,,,
Doveland Community Cooperative,1430 W. Leland,60640,Chicago,IL,"Chicago, IL 60640",USA,Group Home,yes,https://www.facebook.com/lelandhouse/,,,,,,,,,,,,,,-87.66543866,41.96719668,Shareable Map,SE,,,,,,
Downtown – Buying Club - Seven Sons Farms,1030 North Larrabee Street,60610,Chicago,IL,"Chicago, IL 60610",USA,Farm,yes,https://sevensons.net/locations/downtown-chicago,,,,,,,,,,,,,,-87.6435067,41.9012315,Find.coop,SE,,,,,,
DPUC CREDIT UNION,33 S STATE ST # 800,,Chicago,IL,"Chicago, IL",USA,,no,http://www.dpuccreditunion.com/,,,,,,,,,,,(312) 793-5721,,,-87.6274112,41.881073,SEWG,DC,,,,,,
Downtown – Federal Plaza Farmers Market *,Adams St. & Dearborn Pkwy.,60604,Chicago,IL,"Chicago, IL 60604",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.625562,41.875734,City of Chicago Farmers Markets,SE,,,,,,
Chatham Park Village Coop Apts,737 e 83rd pl,60619,Chicago,IL,"Chicago, IL 60619",USA,Housing Coop,yes,http://chathamparkvillagecoop.com/,,,,,,,,,,,,,,-87.6078859,41.7427009,SEWG,DC,,,,,,
Downtown – Willis Tower Farmers Market *,233 S. Wacker Dr.,60606,Chicago,IL,"Chicago, IL 60606",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.63658586,41.87874781,City of Chicago Farmers Markets,SE,,,,,,
Drake Community Garden,4646 N. Drake St.,60625,Chicago,IL,"Chicago, IL 60625",USA,Community Garden,yes,https://www.facebook.com/DrakeGardens/,,,,,,,,,,,,,,-87.717033,41.9655764,Accelerate77,SE,,,,,,
Driven and Empowered Youth Inc.,3030 N Mobile Ave,60634,Chicago,IL,"Chicago, IL 60634",USA,Social Workshop,yes,deyinc.org,,,,,,,,,,,,,,-87.78350562,41.93597258,Shareable Map,SE,,,,,,
Dunning Branch Library,7455 W. Cornelia Avenue,60634,Chicago,IL,"Chicago, IL 60634",USA,Library,yes,http://www.chipublib.org/locations/82,,,,,,,,,,,,,,-87.81342867,41.94322853,data.cityofchicago.org,SE,,,,,,
Eagle Park,6366 N le Mai Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7568363,41.997148,SEWG,DC,,,,,,
East Beverly Association,1777 W. 103rd St.,60643,Chicago,IL,"Chicago, IL 60643",USA,Association Office,no,https://www.facebook.com/EastBeverlyAssociation,,,,,,,,,,,,,,-87.66674107,41.70653278,Accelerate77,SE,,,,,,
Dunning Community Garden,4243 N Neenah,60634,Chicago,IL,"Chicago, IL 60634",USA,Community Garden,yes,https://www.facebook.com/Dunning-Community-Garden-289334171194445/,,,,,,,,,,,,,,-87.79105197,41.95645248,Neighborspace,SE,,,,,,
eco-Andersonville,"5153 North Clark Street, #204",60640,Chicago,Il,"Chicago, Il 60640",USA,Association Office,no,www.eco-andersonville.org,,,,,,,,,,,,,,-87.66826079,41.97558538,Accelerate77,SE,,,,,,
Dunning Read Conservation Area,4200 N. Oak Park Avenue,60634,Chicago,IL,"Chicago, IL 60634",USA,Open Space,yes,https://www.facebook.com/pages/Dunning-Read-Conservation-Area/215955825232493,,,,,,,,,,,,,,-87.79764849,41.95689094,Accelerate77,SE,,,,,,
Eat to Live Incubator Farm,325-7 W 70th Pl,60621,Chicago,IL,"Chicago, IL 60621",USA,Farm,yes,https://everythinggood.org/contact/,,,,,,,,,,,,,,-87.6331095,41.7660179,SEWG,DC,,,,,,
Edgebrook Branch Library,5331 W. Devon Avenue,60646,Chicago,IL,"Chicago, IL 60646",USA,Library,yes,http://www.chipublib.org/locations/27,,,,,,,,,,,,,,-87.76134452,41.99723367,data.cityofchicago.org,SE,,,,,,
Edgebrook Neighborhood Farmers Market,6525 N. Hiawatha Ave.,60646,Chicago,IL,"Chicago, IL 60646",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.76201799,41.99952143,City of Chicago Farmers Markets,SE,,,,,,
Edgewater Branch Library,6000 N. Broadway,60660,Chicago,IL,"Chicago, IL 60660",USA,Library,yes,http://www.chipublib.org/locations/28,,,,,,,,,,,,,,-87.66038442,41.99092876,data.cityofchicago.org,SE,,,,,,
Edgewater Gateway,Hollywood and Ridge Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6632106,41.9855426,SEWG,DC,,,,,,
Edgewater Comm. Cncl's Edgewater Env. Sust. Proj.,6044 N Broadway St,60660,Chicago,IL,"Chicago, IL 60660",USA,Association Office,yes,http://www.sustainedgewater.org/,,,,,,,,,,,,,,-87.66042828,41.9922667,Accelerate77,SE,,,,,,
Edgewater Reads,,,Chicago,IL,"Chicago, IL",USA,,no,http://www.edgewaterreads.org/littlefreelibraries/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Edgewater Farmers Market,1200 W. Norwood Ave.,60660,Chicago,IL,"Chicago, IL 60660",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66035005,41.99191268,City of Chicago Farmers Markets,SE,,,,,,
Edgewater Glen Association,1420 W. Glenlake,60660,Chicago,Il,"Chicago, Il 60660",USA,Association Office,yes,https://www.facebook.com/edgeglen,,,,,,,,,,,,,,-87.66573032,41.99274781,Accelerate77,SE,,,,,,
Edgewater Work Bench,1130 W. THORNDALE,60660,Chicago,IL,"Chicago, IL 60660",USA,Cooperative,yes,http://www.edgewaterworkbench.com/about-us/,,,,,,,,,,,,,,-87.65916629,41.99012896,SEWG,DC,,,,,,
Edna White Century Garden,1812-26 W Monterey Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6681306,41.6914906,SEWG,DC,,,,,,
Edible Gardens,2200 N Cannon Dr,60614,Chicago,Il,"Chicago, Il 60614",USA,Community Garden,yes,http://www.greencitymarket.org/programs/program.asp?id=8,,,,,,,,,,,,,,-87.63220666,41.92215995,Accelerate77,SE,,,,,,
Edison Park Farmers Market,6730 N. Olmsted Ave.,60631,Chicago,IL,"Chicago, IL 60631",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.8199826,42.00370379,City of Chicago Farmers Markets,SE,,,,,,
El Jardin de las Mariposas,1833-1837 S Carpenter St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6529242,41.8569875,SEWG,DC,,,,,,
El Conuco Farmers Market at Humboldt Park,California Ave. & Division St.,60622,Chicago,IL,"Chicago, IL 60622",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.67088,41.897111,City of Chicago Farmers Markets,SE,,,,,,
El Coqui Garden,2600-02 W Crystal St,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/elcoquichicago/,,,,,,,,,,,,,,-87.6920867,41.9042085,SEWG,DC,,,,,,
El Paseo Community Garden,944 W. 21st Street,60608,Chicago,IL,"Chicago, IL 60608",USA,Community Garden,yes,https://www.facebook.com/ElPaseoCommunityGarden/,,,,,,,,,,,,,,-87.64987579,41.8539928,Neighborspace,SE,,,,,,
El Yunque Garden,1459 N Artesian Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/ElYunqueGarden,,,,,,,,,,,,,,-87.68829225,41.90773621,Neighborspace,SE,,,,,,
Emerald Triangle,2100-2116 S Emerald Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6454197,41.8477191,SEWG,DC,,,,,,
Claretian Associates,9108 S. Brandon Ave,60617,Chicago,IL,"Chicago, IL 60617",USA,Housing Coop,yes,claretianassociates.org,,,,,,,,,,,,,,-87.54701729,41.72996474,Accelerate77,SE,,,,,,
Eli's Cheesecake Company Farm Stand and Fresh Market,6701 West Forest Preserve Drive,60634,Chicago,IL,"Chicago, IL 60634",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.79430811,41.95994165,City of Chicago Farmers Markets,SE,,,,,,
Elliott Donnelley Youth Center,3947 S. Michigan Avenue,60653,Chicago,IL,"Chicago, IL 60653",USA,Community Center,yes,http://chicagoyouthcenters.org/bronzeville-elliott-donnelley/,,,,,,,,,,,,,,-87.62319794,41.82293391,Accelerate77,SE,,,,,,
Emma Goldman Cooperative,,,Chicago,IL,"Chicago, IL",USA,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Environmental Law and Policy Center,35 E. Wacker Dr #1600,60601,Chicago,Il,"Chicago, Il 60601",USA,Social Workshop,no,www.elpc.org,,,,,,,,,,,,,,-87.62622741,41.88673096,Accelerate77,SE,,,,,,
Environmental Sustainability Task Force,1525 E. 53rd Street #907,60615,Chicago,IL,"Chicago, IL 60615",USA,Social Workshop,no,http://www.hydepark.org/hpkcc/SustainableEnvironmentComm/Sustainenvircomm.htm,,,,,,,,,,,,,,-87.58776898,41.79946811,Accelerate77,SE,,,,,,
EPEC,750 N LAKE SHORE DR # 601,,Chicago,IL,"Chicago, IL",USA,,no,http://bioethics.northwestern.edu/programs/epec/,,,,,,,,,,,(312) 503-3732,,,-87.6170098,41.8962126,SEWG,DC,,,,,,
Englewood Comm. Cultural Planning Cncl. (EC3),513 W. 72nd Street,60621,Chicago,IL,"Chicago, IL 60621",USA,Association Office,yes,http://www.facebook.com/pages/Englewood-Community-Cultural-Planning-Council-EC3/117367001609179,,,,,,,,,,,,,,-87.63745593,41.76339684,Accelerate77,SE,,,,,,
Englewood/Anchor House Farmers Market *,71st St. & Racine Ave.,60636,Chicago,IL,"Chicago, IL 60636",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.670123,41.774317,City of Chicago Farmers Markets,SE,,,,,,
Enlace Chicago,2756 S. Harding Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Social Workshop,yes,www.enlacechicago.org,,,,,,,,,,,,,,-87.72334085,41.84137342,Accelerate77,SE,,,,,,
Equality Illinois,3318 N. Halsted Street,60657,Chicago,IL,"Chicago, IL 60657",USA,Social Workshop,yes,http://www.eqil.org/,,,,,,,,,,,,,,-87.64943381,41.94230468,Accelerate77,SE,,,,,,
EUROPEAN CREDIT MANAGEMENT,,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 642-6510,,,,,SEWG,DC,,,,,,
ESCU ETHICON SUTURE CU,5235 W 65TH ST # C,60638,Chicago,IL,"Chicago, IL 60638",USA,Credit Union,yes,https://www.creditunionsonline.com/credit-union-4990.html,,,,,,,,,,,(708) 563-6205,,,-87.7536124,41.774065,SEWG,DC,,,,,,
ETA Creative Arts Foundation,7558 S. South Shore Dr,60649,Chicago,IL,"Chicago, IL 60649",USA,Arts Centre,yes,http://www.etacreativearts.org/,,,,,,,,,,,,,,-87.5561308,41.75939905,Accelerate77,SE,,,,,,
Ethicon Suture Credit Union,5235 W 65th St Unit C,60638,Chicago,IL,"Chicago, IL 60638",USA,Credit Union,yes,http://creditunionaccess.com/cu61448.htm,,,,,,,,,,,(708)728-0225,,,-87.75438945,41.77444233,creditunionaccess.com,SE,,,,,,
Experimental Station,6100 S. Blackstone Ave.,60637,Chicago,Il,"Chicago, Il 60637",USA,Social Workshop,yes,www.experimentalstation.org,,,,,,,,,,,,,,-87.59038586,41.78388065,Accelerate77,SE,,,,,,
Faith in Place,70 East Lake Street,60601,Chicago,IL,"Chicago, IL 60601",USA,Social Workshop,yes,faithinplace.org,,,,,,,,,,,,,,-87.62530779,41.8857337,Accelerate77,SE,,,,,,
Families Together Co-Op,1500 W Elmdale Ave,60660,Chicago,IL,"Chicago, IL 60660",USA,School,yes,ftcns.org,,,,,,,,,,,773-381-5200,,,-87.66761255,41.99091884,Shareable Map,SE,,,,,,
Family Matters (Project Sage),7731 N. Marshfield,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,www.familymatterschicago.org,,,,,,,,,,,,,,-87.67180235,42.02158693,Accelerate77,SE,,,,,,
FARMERS,13320 S BALTIMORE AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.5475046,41.65299,SEWG,DC,,,,,,
FEDERAL HOME LOAN BANK-CHICAGO,200 E RANDOLPH ST # 1700,,Chicago,IL,"Chicago, IL",USA,,no,https://www.fhlbc.com/,,,,,,,,,,,(312) 565-5700,,,-87.6215123,41.8852827,SEWG,DC,,,,,,
FAMILY WEALTH COLLECTIVE,180 N STETSON AVE # 3500,60601,Chicago,IL,"Chicago, IL 60601",USA,Cooperative,yes,http://www.familywealthcollective.com/,,,,,,,,,,,312-540-9840.,,,-87.6227258,41.8854342,SEWG,DC,,,,,,
Ferd Kramer Memorial Garden,61 W Polk St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6297019,41.8720487,SEWG,DC,,,,,,
FAMILY WEALTH COLLECTIVE,30 S WACKER DR # 2200,60606,Chicago,IL,"Chicago, IL 60606",USA,cooperative,yes,http://www.familywealthcollective.com/,,,,,,,,,,,312-540-9840.,,,-87.6373976,41.8808789,SEWG,DC,,,,,,
FIREMENS MUTUAL AID BENEFIT,223 W JACKSON BLVD # 1114,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 427-7111,,,-87.6347443,41.8779246,SEWG,DC,,,,,,
Far South Community Development Corporation,9923 S. Halsted St,60628,Chicago,Il,"Chicago, Il 60628",USA,Social Workshop,yes,http://www.farsouthcdc.org/,,,,,,,,,,,,,,-87.64289728,41.71379671,Accelerate77,SE,,,,,,
Fellowship Baptist Church Credit Union,4543 S Princeton Ave,60609,Chicago,IL,"Chicago, IL 60609",USA,Credit Union,yes,http://creditunionaccess.com/cu64252.htm,,,,,,,,,,,(773)373-8537,,,-87.63334748,41.81157081,creditunionaccess.com,SE,,,,,,
FILM COLLECTIVE PRODUCTIONS,150 N MICHIGAN 800,60603,Chicago,IL,"Chicago, IL 60603",USA,Cooperative,yes,http://filmcollectiveproductions.com/,,,,,,,,,,,(312) 588-3391,,,-87.624948,41.8848158,SEWG,DC,,,,,,
First Financial Credit Union,2942 W Peterson Ave,60659,Chicago,IL,"Chicago, IL 60659",USA,Credit Union,yes,https://www.firstfcu.org/,,,,,,,,,,,(773)565-2000,,,-87.70323082,41.99051146,creditunionaccess.com,SE,,,,,,
FIRST NORTHERN CREDIT UNION,1705 N SHERMAN AVE,60201,Evanston,IL,"Evanston, IL 60201",USA,Credit Union,yes,https://www.fncu.org/,,,,,,,,,,,(847) 332-0240,,,-87.6816333,42.0487698,SEWG,DC,,,,,,
First Northern Credit Union,230 W Monroe St Suite 2850,60606,Chicago,IL,"Chicago, IL 60606",USA,Credit Union,yes,https://www.fncu.org/,,,,,,,,,,,(312)332-6357,,,-87.634256,41.88074386,creditunionaccess.com,SE,,,,,,
Frankie Machine Garden,1800 W Haddon Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.6723964,41.9023897,SEWG,DC,,,,,,
FIRST NORTHERN CREDIT UNION,541 N FAIRBANKS CT # 120,60611,Chicago,IL,"Chicago, IL 60611",USA,Credit Union,yes,https://www.fncu.org/,,,,,,,,,,,(312) 527-2755,,,-87.6198335,41.8922354,SEWG,DC,,,,,,
Five Point Holistic Health,3234 W FULLERTON AVE,60647,Chicago,IL,"Chicago, IL 60647",USA,Workers Collective,yes,http://www.fivepointholistichealth.com/,,,,,,,,,,,,,,-87.7088889,41.925024,SEWG,DC,,,,,,
Freedom Road Coop,4441 North Malden Street,60640,Chicago,IL,"Chicago, IL 60640",USA,,no,http://www.uhab.org/coopresearch,,,,,,,,,,,,,,-87.6619599,41.962886,SEWG,DC,,,,,,
Food Not Bombs,2859 W North Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Social Workshop,yes,https://www.facebook.com/fnbhumboltpark/,,,,,,,,,,,,,,-87.69820003,41.91018437,Shareable Map,SE,,,,,,
Frankie Machine Garden,1800 W. Haddon Ave.,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/FrankieMachineCommunityGarden,,,,,,,,,,,,,,-87.67239276,41.90244664,Accelerate77,SE,,,,,,
Free Geek,3411 W. Diversey Ave,60647,Chicago,IL,"Chicago, IL 60647",USA,Second Hand Shop,yes,freegeekchicago.org,,,,,,,,,,,,,,-87.71257139,41.93192744,Steve Ediger,SE,,,,,,
Fresh Taste,5555 N. Sheridan Rd. #18,60640,Chicago,IL,"Chicago, IL 60640",USA,Association Office,yes,www.freshtaste.org,,,,,,,,,,,,,,-87.65507625,41.98292871,Accelerate77,SE,,,,,,
Fulton Flower and Vegetable Garden,4427 W Fulton St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.736766,41.885141,SEWG,DC,,,,,,
Friends of the Chicago River,"411 S. Wells St., #800",60607,Chicago,IL,"Chicago, IL 60607",USA,Association Office,yes,www.chicagoriver.org,,,,,,,,,,,,,,-87.63360029,41.87672746,Accelerate77,SE,,,,,,
Friends of the Forest Preserves,"542 S. Dearborn St., #400",60604,Chicago,IL,"Chicago, IL 60604",USA,Association Office,yes,www.fotfp.org,,,,,,,,,,,,,,-87.62931507,41.87520973,Accelerate77,SE,,,,,,
Fulton Community Garden,2946 W. Fulton St.,60612,Chicago,IL,"Chicago, IL 60612",USA,Community Garden,yes,https://www.facebook.com/29462948WFultonStCommunityGarden,,,,,,,,,,,,,,-87.70005416,41.88658273,Accelerate77,SE,,,,,,
Fulton St. Flower and Vegetable Garden,4427 W. Fulton St.,60644,Chicago,IL,"Chicago, IL 60644",USA,Community Garden,yes,https://www.facebook.com/FultonGarden/,,,,,,,,,,,,,,-87.73638515,41.88527608,Accelerate77,SE,,,,,,
Fulton Street Collective,"1821 W. Hubbard Street, Suite 307",60622,Chicago,IL,"Chicago, IL 60622",USA,Arts Centre,yes,fultonstreetcollective.com,,,,,,,,,,,773-852-2481,,,-87.67249335,41.88970161,Shareable Map,SE,,,,,,
FWD Collective,,,Chicago,IL,"Chicago, IL",USA,Workers Collective,check,https://fwdcollective.io/page/chicago,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Gage Park Branch Library,2807 W. 55th Street,60632,Chicago,IL,"Chicago, IL 60632",USA,Library,yes,http://www.chipublib.org/locations/30,,,,,,,,,,,,,,-87.69406996,41.79359549,data.cityofchicago.org,SE,,,,,,
GAIA Movement,8918 S. Green Street,60620,Chicago,Il,"Chicago, Il 60620",USA,Social Workshop,yes,http://gaia-movement-usa.org/,,,,,,,,,,,,,,-87.64422233,41.73222166,Accelerate77,SE,,,,,,
Galewood-Mont Clare Branch Library,6871 W. Belden Avenue,60707,Chicago,IL,"Chicago, IL 60707",USA,Library,yes,http://www.chipublib.org/locations/31,,,,,,,,,,,,,,-87.79752564,41.9210572,data.cityofchicago.org,SE,,,,,,
Garden Resources of Woodlawn (GRoW),6145 S Dorchester Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Community Garden,yes,https://www.facebook.com/GROW-Garden-Resources-of-Woodlawn-167230636665709/,,,,,,,,,,,,,,-87.59131385,41.78309103,Accelerate77,SE,,,,,,
Garfield Park Community Council,300 N. Central Park Ave,60624,Chicago,IL,"Chicago, IL 60624",USA,Association Office,yes,www.gpcommunitycouncil.org,,,,,,,,,,,,,,-87.71615856,41.88758912,Accelerate77,SE,,,,,,
Garfield Park Community Market *,200 N. Kedzie Ave.,60612,Chicago,IL,"Chicago, IL 60612",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.70631005,41.88437307,City of Chicago Farmers Markets,SE,,,,,,
Garfield Park Community Market *,200 N. Kedzie Ave.,60612,Chicago,IL,"Chicago, IL 60612",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.70631005,41.88437307,City of Chicago Farmers Markets,SE,,,,,,
Garfield Ridge Branch Library,6348 S. Archer Avenue,60638,Chicago,IL,"Chicago, IL 60638",USA,Library,yes,http://www.chipublib.org/locations/26,,,,,,,,,,,,,,-87.77991514,41.79295074,data.cityofchicago.org,SE,,,,,,
