ID,name,address,zipcode,city,st,citystzip,country,type,Include,website,contact_fkey,hours,tags,desc_english,lang_other,desc_lang_other,image_fkey,image_licsense,image_credit,email,ismailpub,phone_private,phone_public,lon,lat,temp_lon,temp_lat,Source,Completed by,organic,fair-trade,coop,coop_type
454,Jesus People USA,920 West Wilson Avenue,60640,Chicago,Il,"Chicago, Il 60640",USA,Housing Coop,yes,www.jpusa.org,,,,,,,,,,,,,,-87.65290103,41.96554764,#ERROR!,#ERROR!,Accelerate77,SE,,,,
456,Jobs With Justice,333 S Ashland Ave,60607,Chicago,IL,"Chicago, IL 60607",USA,Social Workshop,yes,chicagojwj.org,,,,,,,,,,,,,,-87.66668173,41.87725324,#ERROR!,#ERROR!,Shareable Map,SE,,,,
457,Joe-Ella Williams Memorial Garden,3817-19 W Flournoy St,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.7211109,41.872344,,,SEWG,DC,,,,
458,Jose Obrero Mission,1856 S. Loomis St,60608,Chicago,IL,"Chicago, IL 60608",USA,Social Workshop,yes,www.sjom.org,,,,,,,,,,,,,,-87.66137486,41.85663293,#ERROR!,#ERROR!,Accelerate77,SE,,,,
460,Just Design Coop,,,Chicago,IL,"Chicago, IL ",USA,cooperative,no adrs,http://justdesign.coop/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
461,JUSTICE FEDERAL CREDIT UNION,2111 W ROOSEVELT RD,60608,Chicago,IL,"Chicago, IL 60608",USA,Credit Union,yes,https://www.creditunionsonline.com/credit-union-968-23.html,,,,,,,,,,,,,(800) 550-5328,-87.6799176,41.865508,#ERROR!,#ERROR!,SEWG,DC,,,,
462,KAN-WIN,,60647,Chicago,IL,"Chicago, IL 60647",USA,Social Workshop,no adrs,http://www.kanwin.org/services/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
463,KAPLAN LAW FIRM,,,Chicago,IL,"Chicago, IL ",USA,Cooperative,no adrs,http://www.sarahkaplanlaw.com/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
464,KeHoMaCoCo Garden,313 S Richmond,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6996685,41.8769749,,,SEWG,DC,,,,
465,Kelly Branch Library,6151 S. Normal Boulevard,60621,Chicago,IL,"Chicago, IL 60621",USA,Library,yes,http://www.chipublib.org/locations/44,,,,,,,,,,,,,,-87.63745283,41.78236272,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
466,Kiddie College Babysitting Coop,,60605,Chicago,IL,"Chicago, IL 60605",USA,Cooperative,no adrs,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60605/1290/kiddie-college-babysitting-coop/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
467,Kil-Parker Garden,4646 W Parker Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.7435751,41.9305597,,,SEWG,DC,,,,
468,King Branch Library,3436 S. King Drive,60616,Chicago,IL,"Chicago, IL 60616",USA,Library,yes,http://www.chipublib.org/locations/45,,,,,,,,,,,,,,-87.61706981,41.83209027,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
469,KLEO Community Family Life Center,119 E. Garfield Blvd,60637,Chicago,IL,"Chicago, IL 60637",USA,Social Workshop,yes,thekleocenter.org/,,,,,,,,,,,,,,-87.62215007,41.79429163,#ERROR!,#ERROR!,Accelerate77,SE,,,,
470,Knowledge Hook-up,3457 East 106th street,60617,Chicago,Il,"Chicago, Il 60617",USA,School,yes,http://www.knowledgehookup.org/,,,,,,,,,,,,,,-87.53951225,41.70266093,#ERROR!,#ERROR!,Accelerate77,SE,,,,
471,Koinonia House,6925 N Ashland,60626,Chicago,IL,"Chicago, IL 60626",USA,Housing Coop,yes,https://www.facebook.com/Koinonia-House-216208748407449/,,,,,,,,,,,,,,-87.6699279,42.00743033,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
472,Kola Nut Collaborative,2423 E 75th St,60649,Chicago ,IL,"Chicago , IL 60649",USA,Talent and Time Barter,yes,https://kolanutcollab.org/,,,,,,,,,,,,,,-87.56549482,41.75890786,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
473,La Casa Norte,3533 W. North Avenue,60647,Chicago,Il,"Chicago, Il 60647",USA,Social Workshop,yes,http://www.lacasanorte.org,,,,,,,,,,,,,,-87.71474017,41.90998956,#ERROR!,#ERROR!,Accelerate77,SE,,,,
474,Lafayette Plaza Housing Cooperative,50 w 71st,60621,Chicago,IL,"Chicago, IL 60621",USA,Housing Coop,yes,https://www.facebook.com/pages/Lafayette-Plaza-Housing-Co-Op/162466630449253,,,,,,,,,,,,,,-87.6271603,41.7657266,#ERROR!,#ERROR!,SEWG,DC,,,,
475,LaFollette Park Farmers Market *,1333 N. Laramie Ave.,60651,Chicago,IL,"Chicago, IL 60651",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.75573978,41.90465943,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
476,LAKE EDGE CO-OP,3017 E 78TH ST,,Chicago,IL,"Chicago, IL ",USA,Housing Coop,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(773) 374-2718,-87.5506525,41.7553647,#ERROR!,#ERROR!,SEWG,DC,,,,
477,LAKESHORE CREDIT UNION,233 E WACKER DR # 8,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(312) 819-8063,-87.6212218,41.8876127,,,SEWG,DC,,,,
478,Lakeside Community Development Corporation,1652 W. Wallen Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,http://lakesidecdc.org/,,,,,,,,,,,,,,-87.67237941,42.00269652,#ERROR!,#ERROR!,Accelerate77,SE,,,,
480,Lakeview East Cooperative,707 W Waveland,60613,Chicago,IL,"Chicago, IL 60613",USA,Housing Coop,Yes,https://lakevieweastco-op.com/,,,,,,,,,,,,,,-87.6469756,41.9493527,#ERROR!,#ERROR!,SEWG,DC,,,,
481,Lakeview Pantry,3945 N Broadway,60613,Chicago,IL,"Chicago, IL 60613",USA,food bank,yes,http://www.lakeviewpantry.org/,,,,,,,,,,,,,,-87.64979753,41.95358347,#ERROR!,#ERROR!,Accelerate77,SE,,,,
482,Lakeview Towers Cooperative Assoiciation,4550 N Clarendon St,60604,Chicago,IL,"Chicago, IL 60604",USA,Housing Coop,Yes,http://www.lakeviewtowerschicago.com/,,,,,,,,,,,,,,-87.650079,41.9656254,#ERROR!,#ERROR!,SEWG,DC,,,,
483,LaPointe Park,4741 N Manor Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.7024724,41.9678145,,,SEWG,DC,,,,
484,Las Artelitas,,,Chicago,IL,"Chicago, IL ",USA,social Workshop,no adrs,https://www.facebook.com/pg/Lasartelitas,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
485,Las Semillas de Justicia Garden,2727 S. Troy,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,https://semillasdejusticia.weebly.com/,,,,,,,,,,,,,,-87.703394,41.841644,#ERROR!,#ERROR!,SEWG,DC,,,,
487,Las Visionarias Cooperative,,,Chicago,IL,"Chicago, IL ",USA,cooperative,no adrs,https://www.facebook.com/visionariascoop/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
488,Latino Organization of the Southwest,4051 S. 63rd St.,60629,Chicago,IL,"Chicago, IL 60629",USA,Social Workshop,yes,http://latinoorganizationofthesouthwest.blogspot.com/,,,,,,,,,,,,,,-87.72434493,41.77854683,#ERROR!,#ERROR!,Accelerate77,SE,,,,
489,Latino Union of Chicago,3416 W Bryn Mawr Ave,60659,Chicago,IL,"Chicago, IL 60659",USA,union,yes,latinounion.org,,,,,,,,,,,,,,-87.71445184,41.98308578,#ERROR!,#ERROR!,Shareable Map,SE,,,,
490,Lawndale Chicago Botanic Garden’s Windy City Harvest Market,3750 W. Ogden Ave.,60623,Chicago,IL,"Chicago, IL 60623",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.71904871,41.85326573,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
491,Lawndale Heritage Garden,1509 S Lawndale Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,http://neighbor-space.org/2012/06/17/lawndale-heritage-garden/,,,,,,,,,,,,,,-87.71760221,41.86062151,#ERROR!,#ERROR!,Neighborspace,SE,,,,
492,Lawndale Triangle Garden,4226-36 W. Ogden Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Garden,yes,https://www.facebook.com/LawndaleTriangleGarden/,,,,,,,,,,,,,,-87.730571,41.849288,#ERROR!,#ERROR!,SEWG,DC,,,,
493,LeClaire Community Garden,415 N LeClaire Ave,60644,Chicago,IL,"Chicago, IL 60644",USA,Community Garden,yes,http://neighbor-space.org/2012/06/23/leclaire-community-garden/,,,,,,,,,,,,,,-87.75281237,41.88806341,#ERROR!,#ERROR!,Neighborspace,SE,,,,
494,LEE MUTUAL ACCOUNTING,3530 W PETERSON AVE # 202,60659,Chicago,IL,"Chicago, IL 60659",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(773) 539-1236,-87.7178206,41.9904948,,,SEWG,DC,,,,
495,Legler Branch Library,115 S. Pulaski Road,60624,Chicago,IL,"Chicago, IL 60624",USA,Library,yes,http://www.chipublib.org/locations/47,,,,,,,,,,,,,,-87.72552839,41.87921685,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
496,LIBERTY MUTUAL,222 S RIVERSIDE PLZ # 1580,,Chicago,IL,"Chicago, IL ",USA,,no,https://www.libertymutual.com/,,,,,,,,,,,,,(312) 454-9400,-87.6387652,41.8786309,,,SEWG,DC,,,,
497,LIGHTWEAVERS,6033 S COTTAGE GROVE AVE # 708,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,773.667.3439 (Number has been disconnected),-87.6059079,41.7849776,,,SEWG,DC,,,,
498,LIMITS DEPOT FEDERAL CU,3369 W LAWRENCE,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.7126893,41.9684991,,,SEWG,DC,,,,
499,Lincoln Belmont Branch Library,1659 W. Melrose Street,60657,Chicago,IL,"Chicago, IL 60657",USA,Library,yes,http://www.chipublib.org/locations/68,,,,,,,,,,,,,,-87.6705672,41.9404907,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
500,Lincoln Central Association,2216 N. Lincoln Avenue,60614,Chicago,IL,"Chicago, IL 60614",USA,Association Office,yes,www.lincolncentral.org,,,,,,,,,,,,,,-87.6443457,41.92217742,#ERROR!,#ERROR!,Accelerate77,SE,,,,
501,Lincoln Park Branch Library,1150 W. Fullerton Avenue,60614,Chicago,IL,"Chicago, IL 60614",USA,Library,yes,http://www.chipublib.org/locations/48,,,,,,,,,,,,,,-87.65762841,41.9253944,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
502,Lincoln Park Co-Op Nursery,1753 N Fern Ct,60614,Chicago,IL,"Chicago, IL 60614",USA,School,yes,lincolnparkcoop.org,,,,,,,,,,,,,,-87.63930961,41.91410664,#ERROR!,#ERROR!,Shareable Map,SE,,,,
503,Lincoln Park Conservancy,2000 N. Racine #4800,60614,Chicago,IL,"Chicago, IL 60614",USA,Association Office,yes,www.LincolnParkConservancy.org,,,,,,,,,,,,,,-87.653367,41.923621,#ERROR!,#ERROR!,Accelerate77,SE,,,,
504,Lincoln Park Farmers Market *,Armitage Ave. & Orchard St.,60614,Chicago,IL,"Chicago, IL 60614",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.653367,41.923621,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
505,Lincoln Square Area Weekday Helpers,,60625,Chicago,IL,"Chicago, IL 60625",USA,cooperative,no adrs,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60625/1460/lincoln-square-area-weekday-helpers/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
506,Lincoln Square Community Garden,4811 N. Western Ave.,60625,Chicago,IL,"Chicago, IL 60625",USA,Community Garden,yes,https://www.facebook.com/Lincoln-Square-Community-Garden-233047780045542/,,,,,,,,,,,,,,-87.68881702,41.96866039,#ERROR!,#ERROR!,Neighborspace,SE,,,,
507,Lincoln Square Evening Farmers Market,2301 W. Leland Ave.,60615,Chicago,IL,"Chicago, IL 60615",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.6874513,41.96671831,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
509,Lincoln Square Mamas Babysitting Exchange,,60625,Chicago,IL,"Chicago, IL 60625",USA,cooperative,no adrs,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60625/937/lincoln-square-mamas-babysitting-exchange/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
510,LINK UNLIMITED,2221 S STATE ST,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(312) 225-5465 (# disconnected),-87.6267362,41.8520138,,,SEWG,DC,,,,
511,Links Hall,3111 N Western Ave,60618,Chicago,IL,"Chicago, IL 60618",USA,Arts Centre,yes,http://www.linkshall.org/,,,,,,,,,,,,,,-87.68805129,41.93782796,#ERROR!,#ERROR!,Shareable Map,SE,,,,
512,Lion's Garden,3301 W Beach Ave,60651,Chiago,IL,"Chiago, IL 60651",USA,Community Garden,yes,http://neighbor-space.org/2012/06/17/lions-garden/,,,,,,,,,,,,,,-87.70939123,41.9072598,#ERROR!,#ERROR!,Neighborspace,SE,,,,
513,Literacenter,"641 W Lake St, #200",60661,Chicago,IL,"Chicago, IL 60661",USA,Social Workshop,yes,http://chicagoliteracyalliance.org/,,,,,,,,,,,,,,-87.64440757,41.88560624,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
514,Little Black Pearl,1060 E. 47th St.,60653,Chicago,IL,"Chicago, IL 60653",USA,Arts Centre,yes,blackpearl.org,,,,,,,,,,,,,,-87.60021296,41.8096933,#ERROR!,#ERROR!,Accelerate77,SE,,,,
515,Little Village Branch Library,2311 S. Kedzie Avenue,60623,Chicago,IL,"Chicago, IL 60623",USA,Library,yes,http://www.chipublib.org/locations/51,,,,,,,,,,,,,,-87.70510341,41.84976148,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
516,Little Village Community Council,3610 W 26th St,60623,Chicago,IL,"Chicago, IL 60623",USA,Association Office,yes,https://www.facebook.com/Little-Village-Community-Council-119347054782470/,,,,,,,,,,,,,,-87.71528329,41.84446757,#ERROR!,#ERROR!,Accelerate77,SE,,,,
517,Little Village Environmental,2856 S Millard Ave,60623,Chicago,IL,"Chicago, IL 60623",USA,Community Center,yes,lvejo.org,,,,,,,,,,,,,,-87.71598767,41.84017979,#ERROR!,#ERROR!,Shareable Map,SE,,,,
518,Living La Fiesta Catering,,,Chicago,IL,"Chicago, IL ",USA,cooperative,no adrs,https://www.facebook.com/Living-La-Fiesta-Catering-Co-op-375230956234555/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
519,Logan Square Branch Library,3030 West Fullerton,60647,Chicago,IL,"Chicago, IL 60647",USA,Library,yes,http://www.chipublib.org/locations/49/,,,,,,,,,,,,,,-87.70333502,41.92484331,#ERROR!,#ERROR!,Accelerate77,SE,,,,
520,Logan Square Cooperative,3934-46 W George St,60618,Chicago,IL,"Chicago, IL 60618",USA,Housing Coop,yes,https://www.facebook.com/logansquarecoop/,,,,,,,,,,,,,,-87.702859,41.944335,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
521,Logan Square Cooperative,3934 West George Street,60613,Chicago,IL,"Chicago, IL 60613",USA,Housing Coop,yes,https://www.facebook.com/logansquarecoop,,,,,,,,,,,,,,-87.7260719,41.93377,#ERROR!,#ERROR!,SEWG,DC,,,,
522,Logan Square Farmers Market,3107 W. Logan Blvd.,60647,Chicago,IL,"Chicago, IL 60647",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.70516104,41.92813703,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
523,Logan Square Neighborhood Association,2840 N Milwaukee Ave,60618,Chicago,IL,"Chicago, IL 60618",USA,Association Office,yes,lsna.net,,,,,,,,,,,,,,-87.71370095,41.93280377,#ERROR!,#ERROR!,Shareable Map,SE,,,,
524,Logan Square Parents Babysitting Coop,,60647,Chicago,IL,"Chicago, IL 60647",USA,cooperative,no adrs,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60647/1237/logan-square-parents-babysitting-co-op/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
525,Logan Square Parents Unite,,60647,Chicago,IL,"Chicago, IL 60647",USA,cooperative,no adrs,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60647/926/logan-square-parents-unite/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
526,London Towne Homes,830 E 100th,60628,Chicago,IL,"Chicago, IL 60628",USA,Housing Coop,yes,http://www.lthcoop.com/wordpress/,,,,,,,,,,,,,,-87.6013333,41.71153,#ERROR!,#ERROR!,SEWG,DC,,,,
527,Loud Grade Produce Squad,4650 N Clarendon Ave,60640,Chicago,Il,"Chicago, Il 60640",USA,Community Garden,yes,www.loudgradeproducesquad.org,,,,,,,,,,,,,,-87.65013944,41.96671198,#ERROR!,#ERROR!,Neighborspace,SE,,,,
528,Loyola Dunes Habitat Restoration,1132 W. Lunt Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Association Office,yes,http://loyoladunesrestoration.wordpress.com/,,,,,,,,,,,,,,-87.66090935,42.00929205,#ERROR!,#ERROR!,Accelerate77,SE,,,,
529,Loyola Farmers Market,1200 W. Loyola Ave.,60626,Chicago,IL,"Chicago, IL 60626",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66175909,42.0015049,#ERROR!,#ERROR!,City of Chicago Farmers Markets,SE,,,,
530,Lozano Branch Library,1805 S. Loomis Street,60608,Chicago,IL,"Chicago, IL 60608",USA,Library,yes,http://www.chipublib.org/locations/62,,,,,,,,,,,,,,-87.66122728,41.85781371,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
531,Lunt-Lake Co-op,1132 Lunt Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Housing Coop,yes,https://luntlake.org/,,,,,,,,,,,,,,-87.6610573,42.0092289,#ERROR!,#ERROR!,SEWG,DC,,,,
532,M.W.P.H. Grand Lodge of Illinois Federal Credit Union,809 E 42nd Pl,60653,Chicago,IL,"Chicago, IL 60653",USA,Credit Union,yes,http://creditunionaccess.com/cu24123.htm,,,,,,,,,,,,,(773)538-1488,-87.60636452,41.8178593,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
533,Major Taylor Trail,2172 W 83rd St,60620,Chicago,IL,"Chicago, IL 60620",USA,Open Space,yes,www.majortaylortrail.org,,,,,,,,,,,,,,-87.67732461,41.74297705,#ERROR!,#ERROR!,Accelerate77,SE,,,,
534,MAKE!Chicago,1048 W. 37th St.,60609,Chicago,IL,"Chicago, IL 60609",USA,Hackerspace,yes,http://www.make-chicago.com/,,,,,,,,,,,,,,-87.65475787,41.82707396,#ERROR!,#ERROR!,Steve Ediger,SE,,,,
535,Manning Branch Library,6 S. Hoyne Avenue,60612,Chicago,IL,"Chicago, IL 60612",USA,Library,yes,http://www.chipublib.org/locations/55,,,,,,,,,,,,,,-87.67917611,41.88117947,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
536,Margate Park Block Club,905 W. Margate Terrace #2W,60640,Chicago,IL,"Chicago, IL 60640",USA,Association Office,yes,https://www.facebook.com/Margate-Park-Block-Club-173144299413921/,,,,,,,,,,,,,,-87.65286429,41.97236288,#ERROR!,#ERROR!,Accelerate77,SE,,,,
537,Maroon Financial Credit Union,5525c S Ellis Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Credit Union,yes,https://www.maroonfinancial.org/home.htm,,,,,,,,,,,,,(773)702-7179,-87.60137616,41.79458091,#ERROR!,#ERROR!,creditunionaccess.com,SE,,,,
538,MASS MUTUAL FINANCIAL GROUP,1 N FRANKLIN ST,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,(312) 984-1000,-87.6350643,41.8822768,,,SEWG,DC,,,,
539,Maya Essence,4357 N. Lincoln Ave.,60618,Chicago,IL,"Chicago, IL 60618",USA,Cooperative,yes,www.mayaessence.com,,,,,,,,,,,,,,-87.68335419,41.96086007,#ERROR!,#ERROR!,Accelerate77,SE,,,,
540,Mayfair Branch Library,4400 W. Lawrence Avenue,60630,Chicago,IL,"Chicago, IL 60630",USA,Library,yes,http://www.chipublib.org/locations/52,,,,,,,,,,,,,,-87.73792488,41.96822377,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
541,McKinley Library Park,3518-28 S Wolcott Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6730131,41.8298446,,,SEWG,DC,,,,
542,McKinley Park Branch Library,1915 W. 35th Street,60609,Chicago,IL,"Chicago, IL 60609",USA,Library,yes,http://www.chipublib.org/locations/50,,,,,,,,,,,,,,-87.67345004,41.83032047,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
543,Mech Creations,231 N Pine,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.7629566,41.8853738,,,SEWG,DC,,,,
544,Merchant Park Community Garden,3522 Keeler Ave,60641,Chicago,IL,"Chicago, IL 60641",USA,Community Garden,yes,https://www.facebook.com/MPCGarden/,,,,,,,,,,,,,,-87.73228255,41.94559287,#ERROR!,#ERROR!,Neighborspace,SE,,,,
545,Mercy Housing,"120 S La Salle St, Chicago",60603,Chicago,IL,"Chicago, IL 60603",USA,assisted living place,yes,mercyhousing.org,,,,,,,,,,,,,,-87.63239987,41.88002943,#ERROR!,#ERROR!,Shareable Map,SE,,,,
546,Mercy Housing Youth Garden,4912 W Quincy St,60644,Chicago,IL,"Chicago, IL 60644",USA,Community Garden,yes,http://neighbor-space.org/2012/07/17/mercy-housing-youth-garden/,,,,,,,,,,,,,,-87.74767742,41.87775042,#ERROR!,#ERROR!,Neighborspace,SE,,,,
548,Merlo Branch Library,644 W. Belmont Avenue,60657,Chicago,IL,"Chicago, IL 60657",USA,Library,yes,http://www.chipublib.org/locations/46,,,,,,,,,,,,,,-87.64558219,41.94011118,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
549,Mexico US Solidarity Network,3460 West Lawrence Avenue,60625,Chicago,IL,"Chicago, IL 60625",USA,Social Workshop,yes,mexicosolidarity.org,,,,,,,,,,,,,,-87.71512817,41.9684728,#ERROR!,#ERROR!,Shareable Map,SE,,,,
550,Midway Garden Society,6423 W. 63rd Place,60638,Chicago,IL,"Chicago, IL 60638",USA,Community Garden,yes,http://www.midwaygardensociety.magix.net/public/,,,,,,,,,,,,,,-87.78178416,41.77667847,#ERROR!,#ERROR!,Accelerate77,SE,,,,
551,Millennium Neighborhoods Garden & Fillmore Apiary,3740 W. Fillmore St.,60624,Chicago,IL,"Chicago, IL 60624",USA,Community Garden,yes,https://communitygarden.org/find-a-garden/gardens/the-millennium-neighborhood-garden/,,,,,,,,,,,,,,-87.71838525,41.86816551,#ERROR!,#ERROR!,Accelerate77,SE,,,,
552,Mindful Living Community Garden,3323 N. Drake Ave.,60618,Chicago,Il,"Chicago, Il 60618",USA,Community Garden,yes,https://www.facebook.com/Mindful-Living-57267667117/,,,,,,,,,,,,,,-87.71615737,41.94149869,#ERROR!,#ERROR!,Accelerate77,SE,,,,
553,MKP CHICAGO,1900 W FULTON ST,60612,Chicago,IL,"Chicago, IL 60612",USA,Social Workshop,Yes,http://chicago.mkp.org/,,,,,,,,,,,,,(312) 243-6743 (# does not work),-87.6746408,41.8870753,#ERROR!,#ERROR!,SEWG,DC,,,,
554,MML INVESTORS SVC,300 S WACKER DR # 2000,,Chicago,IL,"Chicago, IL ",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,,,,-87.6369152,41.8780652,,,SEWG,DC,,,,
555,Moms of Beverly Babysitting Coop,,60643,Chicago,IL,"Chicago, IL 60643",USA,cooperative,no adrs,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60643/454/moms-of-beverly-babysitting-coop/,,,,,,,,,,,,,,,,,,SEWG,DC,,,,
556,Monarch Community Garden,1050 N California Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,https://www.facebook.com/Monarch-Community-Garden-208194039212493/,,,,,,,,,,,,,,-87.6969138,41.9006042,#ERROR!,#ERROR!,Shareable Map,SE,,,,
557,Monticello Community Garden,2227 N. Monticello Avenue,60647,Chicago,Il,"Chicago, Il 60647",USA,Community Garden,yes,https://www.facebook.com/monticellogarden,,,,,,,,,,,,,,-87.71803535,41.92158204,#ERROR!,#ERROR!,Accelerate77,SE,,,,
558,Montrose Metra Community Gardens,4200-4400 N Ravenswood Ave,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6743307,41.956303,,,SEWG,DC,,,,
559,Morganway Community Garden,7844 S Morgan St,,Chicago,IL,"Chicago, IL ",USA,,no,,,,,,,,,,,,,,,-87.6492449,41.751046,,,SEWG,DC,,,,
560,Morse School Bird Habitat,613-15 N Sawyer Ave,60624,Chicago,IL,"Chicago, IL 60624",USA,Community Garden,yes,http://neighbor-space.org/2012/06/17/morse-school-bird-habitat/,,,,,,,,,,,,,,-87.723846,41.877445,#ERROR!,#ERROR!,Neighborspace,SE,,,,
561,MOSAIC Co-op ,2000 Sherman Ave.,60201,Evanston,IL,"Evanston, IL 60201",USA,Housing Coop,yes,https://www.facebook.com/mosaiccooperative/,,,,,,,,,,,,,,-87.68180049,42.05391224,#ERROR!,#ERROR!,Fellowship of Intentional Communities,SE,,,,
562,Mount Greenwood Branch Library,11010 S. Kedzie Avenue,60655,Chicago,IL,"Chicago, IL 60655",USA,Library,yes,http://www.chipublib.org/locations/54,,,,,,,,,,,,,,-87.70097417,41.69319906,#ERROR!,#ERROR!,data.cityofchicago.org,SE,,,,
563,Mount Greenwood Garden Club,3442 W. 108th St..,60655,Chicago,IL,"Chicago, IL 60655",USA,Community Garden,yes,https://www.facebook.com/mtgreenwood.gardenclub,,,,,,,,,,,,,,-87.70738914,41.69703349,#ERROR!,#ERROR!,Accelerate77,SE,,,,
564,Mozart’s Community Garden,Mozart and Walton,60622,Chicago,IL,"Chicago, IL 60622",USA,Community Garden,yes,http://neighbor-space.org/2013/06/06/mozarts-community-garden/,,,,,,,,,,,,,,-87.67088,41.897111,#ERROR!,#ERROR!,Neighborspace,SE,,,,
565,Multikulti,1000 N Milwaukee Ave,60642,Chicago,IL,"Chicago, IL 60642",USA,Arts Centre,yes,mkchi.org,,,,,,,,,,,,,,-87.66102087,41.89976038,#ERROR!,#ERROR!,Shareable Map,SE,,,,
